SampleName                                     LogP_lo   LogP_hi   CosZ_lo   CosZ_hi
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.60      4.50      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.30      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.30      3.60      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.60      4.50      0.84      1.00
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.84      1.00
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.84      1.00
